"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","CZ error ","Gate time (ns)","Operational"
"106","134.65401832957687","123.0559830184446","0","0","0.023600000000000065","0.03720000000000001","0.01","1560","0.0008370378597032096","0","0.0008370378597032096","0.0008370378597032096","106_107:0.00850427060122344;106_105:0.015012010492601868","106_107:84;106_105:84","true"
"107","235.65361097301627","188.78253953975357","0","0","0.04610000000000003","0.05400000000000005","0.0382","1560","0.0004248029016735619","0","0.0004248029016735619","0.0004248029016735619","107_106:0.00850427060122344;107_108:0.0025819152935396272;107_94:0.005600773565182293","107_106:84;107_108:84;107_94:120","true"
"108","91.0667224327416","110.39308261041255","0","0","0.009200000000000097","0.0138","0.0046000000000000485","1560","0.0006393645046165195","0","0.0006393645046165195","0.0006393645046165195","108_109:0.005485901435247326;108_107:0.0025819152935396272","108_109:124;108_107:84","true"
"109","18.64345852388524","19.171835543323283","0","0","0.029000000000000026","0.03720000000000001","0.0208","1560","0.0005203870762879362","0","0.0005203870762879362","0.0005203870762879362","109_108:0.005485901435247326;109_113:0.00415768180429546","109_108:124;109_113:124","true"
"110","223.44414770099007","202.0870876951717","0","0","0.006299999999999972","0.007600000000000051","0.005","1560","0.00021283479805819658","0","0.00021283479805819658","0.00021283479805819658","110_116:0.004503979502563815;110_97:0.00191237302995112","110_116:84;110_97:104","true"
"111","211.52465106066353","65.55995527287371","0","0","0.014000000000000012","0.007199999999999984","0.0208","1560","0.00033782644018658835","0","0.00033782644018658835","0.00033782644018658835","111_101:0.002725780459546495;111_120:0.0030236407097888884","111_101:124;111_120:144","true"
"112","264.39037751158975","179.29236129529747","0","0","0.008000000000000007","0.0104","0.005600000000000049","1560","0.00031099130015040143","0","0.00031099130015040143","0.00031099130015040143","112_105:0.004763113809644226;112_124:0.004461418046788956","112_105:84;112_124:84","true"
"113","253.90298195140485","224.69282081374718","0","0","0.1604","0.1588","0.16200000000000003","1560","0.002946607603995417","0","0.002946607603995417","0.002946607603995417","113_109:0.00415768180429546;113_128:0.004275628738457049","113_109:124;113_128:84","true"
"114","118.324413611101","159.52966790082658","0","0","0.055199999999999916","0.0578","0.05259999999999998","1560","0.00021300180212019328","0","0.00021300180212019328","0.00021300180212019328","114_129:0.006248585458204642;114_115:0.006803784198074175","114_129:84;114_115:120","true"
"115","32.053209381387916","36.34493458950699","0","0","0.0464","0.0646","0.028200000000000003","1560","0.0015113436021188715","0","0.0015113436021188715","0.0015113436021188715","115_116:0.006616063459381427;115_114:0.006803784198074175","115_116:152;115_114:120","true"
"116","173.53387301454723","122.07866166843863","0","0","0.021199999999999997","0.0212","0.021199999999999997","1560","0.00018995887468526294","0","0.00018995887468526294","0.00018995887468526294","116_117:0.004652373069108623;116_110:0.004503979502563815;116_115:0.006616063459381427","116_117:84;116_110:84;116_115:152","true"
"117","69.63417932925306","25.128291113997147","0","0","0.014799999999999924","0.023399999999999976","0.0062","1560","0.0009208691218534817","0","0.0009208691218534817","0.0009208691218534817","117_116:0.004652373069108623;117_118:0.009438622054199597","117_116:84;117_118:84","true"
"118","310.92617257344534","168.77897953488238","0","0","0.06510000000000005","0.05900000000000005","0.0712","1560","0.0003239098904079689","0","0.0003239098904079689","0.0003239098904079689","118_130:0.004426890928342336;118_117:0.009438622054199597;118_119:0.005350242462400012","118_130:84;118_117:84;118_119:84","true"
"119","145.69912848585838","161.96313597479332","0","0","0.01990000000000003","0.0146","0.0252","1560","0.00022000053339456667","0","0.00022000053339456667","0.00022000053339456667","119_120:0.002407919536388664;119_118:0.005350242462400012","119_120:84;119_118:84","true"
"120","134.08666814292624","136.25674969085438","0","0","0.013800000000000034","0.014399999999999968","0.0132","1560","0.00020684622436080509","0","0.00020684622436080509","0.00020684622436080509","120_121:0.0016715600923152274;120_119:0.002407919536388664;120_111:0.0030236407097888884","120_121:84;120_119:84;120_111:144","true"
"121","359.5227096527763","142.51309665760587","0","0","0.014399999999999968","0.0154","0.013399999999999967","1560","0.00016409110430010027","0","0.00016409110430010027","0.00016409110430010027","121_122:0.0026080482896120305;121_120:0.0016715600923152274","121_122:124;121_120:84","true"
"122","165.28624700785596","221.02705384686703","0","0","0.0636000000000001","0.05300000000000005","0.0742","1560","0.00024270526939625797","0","0.00024270526939625797","0.00024270526939625797","122_121:0.0026080482896120305;122_131:0.0029061986416785146;122_123:0.019985012610747033","122_121:124;122_131:100;122_123:84","true"
"123","99.30307269048522","72.48457960283623","0","0","0.14860000000000007","0.2732","0.024","1560","0.01043193462634315","0","0.01043193462634315","0.01043193462634315","123_122:0.019985012610747033;123_124:1","123_122:84;123_124:84","true"
"124","239.08667649276342","154.38851605119402","0","0","0.057599999999999985","0.06040000000000001","0.0548","1560","0.00016286088020094292","0","0.00016286088020094292","0.00016286088020094292","124_125:0.0062405543307437195;124_112:0.004461418046788956;124_123:1","124_125:124;124_112:84;124_123:84","true"
"125","158.78410561361096","168.30869647940597","0","0","0.011099999999999999","0.0114","0.010800000000000032","1560","0.00032546339527836983","0","0.00032546339527836983","0.00032546339527836983","125_126:0.00645781088436459;125_124:0.0062405543307437195","125_126:100;125_124:124","true"
"126","14.441434171794624","14.311528476279491","0","0","0.06159999999999999","0.09860000000000002","0.0246","1560","0.0009330609727612675","0","0.0009330609727612675","0.0009330609727612675","126_125:0.00645781088436459;126_127:0.004731384888694651;126_132:0.005811323990217054","126_125:100;126_127:84;126_132:100","true"
"127","299.8940234192214","91.52317321991217","0","0","0.02949999999999997","0.0356","0.023399999999999976","1560","0.0002687851580835623","0","0.0002687851580835623","0.0002687851580835623","127_126:0.004731384888694651;127_128:0.006676594850383383","127_126:84;127_128:84","true"
"128","275.7875897163461","138.38624085738314","0","0","0.021700000000000053","0.01980000000000004","0.0236","1560","0.00024119652677548952","0","0.00024119652677548952","0.00024119652677548952","128_127:0.006676594850383383;128_113:0.004275628738457049","128_127:84;128_113:84","true"
"129","281.07240664187873","149.47812865850887","0","0","0.016199999999999992","0.0178","0.014599999999999946","1560","0.0010953315453354445","0","0.0010953315453354445","0.0010953315453354445","129_114:0.006248585458204642","129_114:84","true"
"130","251.2446298531091","87.21663591538415","0","0","0.008099999999999996","0.0084","0.007800000000000029","1560","0.0005116794421892347","0","0.0005116794421892347","0.0005116794421892347","130_118:0.004426890928342336","130_118:84","true"
"131","173.63834766144655","136.60364619914512","0","0","0.014399999999999968","0.0152","0.013599999999999945","1560","0.0003582248501063491","0","0.0003582248501063491","0.0003582248501063491","131_122:0.0029061986416785146","131_122:100","true"
"132","262.59358731180305","405.9232995498799","0","0","0.007800000000000029","0.006399999999999961","0.0092","1560","0.00034613015233841976","0","0.00034613015233841976","0.00034613015233841976","132_126:0.005811323990217054","132_126:100","true"
